"WYT","NAA","Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4","Action5"
"C",0.815333482964036,0.795490120436079,0.802492299809865,0.815107116740765,0.802606452228366,0.7756128872187,0.806904597808209,0.817304915748369,0.797892381867781
"D",1.04222638650052,1.03536443257808,1.04153988894883,1.04154727815203,1.04244000873802,1.04176921268565,1.0394139228133,1.03716334348157,1.03725678361489
"AN",0.659317463709792,0.689308500446463,0.670729307743043,0.680928507893905,0.667445884774833,0.643060604951283,0.68318807134032,0.690297037120621,0.64725517304921
"W",1.12908899985015,1.14055832118411,1.13949187005731,1.1255029746304,1.13807900264134,1.18298197029999,1.13134458036843,1.12255915555857,1.15005781536802
