"Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4"
-1.27891765644487,-0.0803129185124175,0.081234337260316,-0.7345955194979,-1.96700228458463,0.810994258307631,-0.43608952400196
