"Year","Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4"
1980,-5.21486901947302,-0.215167414781869,-0.266033493090564,0.884725200440942,3.19698857202267,3.29818023902402,-0.935167144537065
1981,0.176896338641442,0.461361667982891,0.447542183807347,-1.45994141284887,0.811334519236388,-0.820739837614216,1.91736612214733
1982,-1.64271101744356,-0.0155533398229873,-0.021182709395001,0.164744032974006,0.705792239093482,-0.257479107621074,-0.491778458180881
1983,-3.93936545381862,0.0401789820209819,0.0169979844770956,-0.0381401932929243,2.26920517775997,-0.214781696924147,0.204830105584426
1984,-3.8770111129118,1.42547592220688,1.40226980235901,1.22796723203779,3.57128709206954,-2.56003361490256,1.77531912519646
1985,-6.74878984779894,0.832474181906674,0.806256466637714,-1.04060729533653,4.4000033613635,-1.56472697999646,0.834504494535568
1986,-8.96604556193301,1.53249600100781,1.54192005562409,1.27716097534935,3.45551310985348,-2.87638916078203,0.053172112663779
1987,-5.04838460669456,-4.36372196589072,-4.29153417300423,-4.48523091389316,-2.70637972310576,-1.57961345602258,-0.0892868640501432
1988,-16.0040003186202,1.14774940180477,0.92926171217689,-0.887748209839582,5.24110995717306,-3.29815622638763,1.11401295069165
1989,-15.3639076850981,0.799406221425174,0.79370882680215,1.91466821519178,8.87806429299574,-4.63198182850707,1.95828896786639
1990,-10.3156650752819,1.18775041237615,-1.39780397752977,-4.00228884407708,-4.39921859475958,0.616909361811914,0.371136976258644
1991,0.0962389222121868,21.550872545421,12.7142105464787,22.9515692892701,22.7643666547495,10.825416132669,19.4151713812886
1992,-32.1729202663277,-27.4630035247173,-97.2903016722491,-82.780020066635,-81.3361871711621,-26.4010906087794,-3.255511685916
1993,-0.336587980266062,1.37913759237597,1.32812362463793,0.557522195852108,2.93521360303003,0.41636144730306,1.19843351909775
1994,-12.9681558261973,-4.14654327214611,-25.5951946914413,-21.511922910539,-18.8544636059838,1.17092559113948,0.717477804917526
1995,4.10873916206042,-0.805442256634458,-5.17017805181057,-5.07054349938185,-4.81592186539735,3.82636067748272,-0.984151850673277
1996,-2.12293284392505,-0.201995161944336,-0.516854553310862,-0.768542528299597,-0.854895577406145,0.0487146850811421,0.0547673409176702
1997,-6.00164269994344,0.289756021711696,0.25316402310657,-0.0226521896126977,-0.102806091319183,1.35670633833459,0.144625518296468
1998,-1.0617304103496,-0.104171445323339,-0.398763812205443,-0.714167637618356,-0.802657359989776,0.174428846037093,-0.250907567230396
1999,-2.31845215287821,0.316227893859125,-2.77606753290521,-3.5385985727131,-3.41826584069174,-0.564772807571445,0.029443717543904
