"WYT","Month","EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA"
"All","9",0.832881010439726,0.839739089631924,0.841301443281697,0.841269032941429,0.84090860326721,0.840885676497242,0.840975676764043
"All","10",0.837356168130341,0.843251684865847,0.843199905197385,0.842560174060065,0.842538807595635,0.842499939594828,0.842505113484029
"All","11",0.832066887227975,0.842771167616921,0.841231692335054,0.841441291878569,0.841837681863083,0.842375647626068,0.842285403895733
"All","12",0.848070012080581,0.849381750846441,0.846025553310667,0.846312080491432,0.846258777815169,0.845827511241467,0.845966221773109
"All","1",0.850058523233908,0.850224772641709,0.84887642516611,0.849647837080657,0.848668827037177,0.848503698556358,0.848559308830008
"All","2",0.856215998453559,0.855305115797694,0.85470197601031,0.854598066611692,0.854890207143539,0.854682058532748,0.854583772010392
"All","3",0.856404690807581,0.854780286530347,0.85411794207558,0.854071726051402,0.854039628892287,0.854050856039655,0.854106061489848
"All","4",0.849158475558922,0.843915766884836,0.844046648563128,0.845052915356579,0.845740665038532,0.845733074424847,0.846506633742843
"All","5",0.832503830043804,0.83710882211148,0.838921059567944,0.839683612115954,0.839697072833527,0.83946037261959,0.840047966619747
"C","9",0.818181531782409,0.837238941389908,0.831472905174632,0.830991965979734,0.82956652564821,0.829794400690942,0.829815372244322
"C","10",0.836463722326782,0.844174668521017,0.837515629012225,0.837668163222743,0.837594563703554,0.837481064099504,0.837505342651257
"C","11",0.815244645271277,0.836651930751284,0.829870204103292,0.830775539367989,0.832244378912391,0.833586420514752,0.833495668383745
"C","12",0.838703118423042,0.841554189680588,0.836542391273328,0.836910905223749,0.836670891014269,0.835922398571618,0.836393413634548
"C","1",0.837385466654074,0.839916750199164,0.840428442208085,0.843258385352691,0.839319602474618,0.838595077439594,0.838802196339568
"C","2",0.851366191010745,0.850249929765389,0.851129191604169,0.85080769531327,0.851952305382953,0.85092368933707,0.850881140333321
"C","3",0.851135824660456,0.847115867718816,0.847609214008735,0.847463277750591,0.847557491080999,0.847553853206,0.847706991008931
"C","4",0.838591813226708,0.83230697701156,0.831023062051849,0.834894292395022,0.837692513857807,0.837281512230901,0.838464937173585
"C","5",0.81756225540417,0.827002165591058,0.827292913845156,0.830342083779936,0.830415186903539,0.830417416386349,0.832151236312249
"D","9",0.828634930903248,0.839134288172436,0.836635547163867,0.836870738228824,0.836873409096507,0.836199773555661,0.836657991723971
"D","10",0.832158809867055,0.840812456076816,0.842142173643144,0.84222657476828,0.842225381359132,0.842181848829602,0.842129294209308
"D","11",0.832421619638464,0.843218512289227,0.842583584890246,0.84196612536019,0.841965295557507,0.84340366965544,0.843357471744328
"D","12",0.845092708163837,0.845007023374341,0.84292140718262,0.843876857551552,0.843889003216146,0.842702492676736,0.842726969126562
"D","1",0.845316456802675,0.843813807263949,0.840624157724816,0.840934501622729,0.840956090412506,0.841019721420631,0.841050501053762
"D","2",0.852644578677684,0.849965209047881,0.847747549152039,0.847642498590792,0.84767224480098,0.847917802930298,0.847480035616051
"D","3",0.856025398127692,0.854741909017154,0.852078017672158,0.85207881477323,0.852076071133805,0.852070129353438,0.852149134971334
"D","4",0.845294127337387,0.837702418853993,0.840079970512722,0.840136584782291,0.840134707717723,0.840572716740957,0.84270135561982
"D","5",0.808653055338981,0.827236808426097,0.83713602301875,0.836916487748619,0.836916508007025,0.83599560781199,0.836178192043116
"AN","9",0.839256957224572,0.843111951511927,0.846417416044656,0.846988860752633,0.846966880958993,0.847320121936525,0.847150514422664
"AN","10",0.837861860112669,0.843589117067851,0.847246110247659,0.841045782835905,0.841023991893138,0.841334306576218,0.841472303938838
"AN","11",0.816297941506478,0.83416374015155,0.836425805723214,0.838339002361549,0.838467894765152,0.838839620235637,0.838881513775544
"AN","12",0.845846185680708,0.851026157678752,0.842074266130293,0.84189330133562,0.841909089757497,0.841932711621611,0.84194061575235
"AN","1",0.857114755971526,0.856790814789143,0.853858584044994,0.854060129399568,0.854055131794945,0.854086443274097,0.854091468910737
