"WYT","Month","NAA","Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4"
"All","9",0.165597195163778,0.164546620535045,0.163656919404698,0.166495188746081,0.163353726066683,0.158791286801713,0.165755161058875,0.16584903763488
"All","10",0.180794284533588,0.177040243639742,0.175445619837846,0.179145309806614,0.176340948711989,0.171828916505206,0.178838165599668,0.181583957041256
"All","11",0.200348238759535,0.198594647485419,0.199823641033481,0.200019349999827,0.200031384809211,0.199770486064449,0.200228243841425,0.200676567848149
"All","12",0.201916377387474,0.201660030759865,0.201996916352057,0.20199902214572,0.202022718647677,0.2019971897857,0.202285605473022,0.201729559853567
"All","1",0.190183430131986,0.190204447719507,0.190190675339418,0.190179187382769,0.190177476139772,0.190204506920115,0.190405094254701,0.190201277386057
"All","2",0.190252901343081,0.1902348174964,0.19023657186048,0.190236876973642,0.190227815445807,0.190237785450879,0.190657712020861,0.190237253058889
"All","3",0.186860103224581,0.186971492540202,0.186911367460769,0.186902707366661,0.187191142532156,0.186919488297807,0.187010262264527,0.186969250012709
"All","4",0.161690626466404,0.164229992758748,0.164213001592738,0.164047119983199,0.164481404435688,0.164245402223221,0.167973739581231,0.162956477439332
"All","5",0.154575693484546,0.158785414593197,0.157913297872231,0.157903369426764,0.158003696170926,0.15778153989857,0.158823207883035,0.155981980357984
"C","9",0.156774050372655,0.155730703586674,0.147983100057844,0.159353983718891,0.147364369115014,0.128996804568216,0.158637666180042,0.159469851033475
"C","10",0.176015299604502,0.177068443766054,0.178038809186811,0.180059490448163,0.179673139755159,0.170448226504824,0.178858242652647,0.180075549412543
"C","11",0.199239264481496,0.197670891628194,0.199646844360963,0.200287591134831,0.200104666563839,0.19910002970589,0.200094268474926,0.200611888266129
"C","12",0.201680401139335,0.201109444985675,0.201939487518643,0.201969525881513,0.202006126115101,0.201930326325901,0.202296464336383,0.201347975570468
"C","1",0.190012703983893,0.190049612265157,0.190031633774126,0.189988809561544,0.189983430953082,0.190085812068933,0.190318888537385,0.190074957206941
"C","2",0.190134764253454,0.19014432049655,0.190109472519792,0.190111153653237,0.190052563557074,0.190102664585365,0.190453970380351,0.190108601707104
"C","3",0.179644317043709,0.180236326117465,0.179837289672009,0.179829181270337,0.180970394617929,0.179893636809886,0.179845705295231,0.179849738719145
"C","4",0.152676834370718,0.157277192982444,0.161837506480923,0.1610628793861,0.162036668134431,0.161455987054252,0.169945364369186,0.155406306905349
"C","5",0.16551511189119,0.166253459655711,0.167953402833278,0.167980115763183,0.168019759078333,0.168035760862876,0.167044478585496,0.167098713878977
"D","9",0.173912431734443,0.173349239653253,0.174616068660498,0.174586194541912,0.17384549634656,0.174015071295171,0.173876665154141,0.173953650162133
"D","10",0.174478882521307,0.173296001394845,0.171585467129852,0.171406229536703,0.174625587476557,0.169345619043874,0.174421890116656,0.174174633004841
"D","11",0.200703601122545,0.199269058025207,0.200102209670815,0.200104255199301,0.20077885382776,0.200043588286944,0.201017622316523,0.200658746201334
"D","12",0.201582481434225,0.201261340636387,0.201746430092235,0.201748891370949,0.201767378408706,0.201742282536585,0.202171961773523,0.201356632673547
