"Year","Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4"
1980,-5.17017407118732,-0.185113016367888,-0.237074564822032,0.922317485061055,3.21836840737854,3.25084437516238,-0.932060275396207
1981,0.219129848482011,0.490701028224674,0.477590695409511,-1.4552469424831,0.788492873597663,-0.82033225329163,1.92347311445321
1982,-1.69645822825298,-0.0233739712377133,-0.0282948072877582,0.183301142864173,0.754118124669381,-0.239890757439689,-0.517917994267226
1983,-4.05134427485791,0.0421482853311195,0.0178810907465355,-0.0229899738169743,2.38329395235967,-0.172424803627307,0.220959192796475
1984,-3.90997490589711,1.43820577164366,1.41624843161857,1.22176913425345,3.69510664993726,-2.58939774153074,1.79736511919699
1985,-6.7967545433865,0.866971665444986,0.840431716502793,-1.02621135909815,4.48777898541567,-1.5241513535374,0.874554507999899
1986,-9.17714350436063,1.5649186393325,1.57341337259788,1.30441348586099,3.53286517914449,-2.98353909465021,0.0585192736059199
1987,-4.80408528764007,-4.21597812144534,-4.1457924925579,-4.34424840872238,-2.56056535734166,-1.32868656066216,-0.0653452406883032
1988,-16.2473940236275,1.1591382904795,0.953439888811675,-0.892286309937457,5.39819318971508,-3.47463516330785,1.10632383599722
1989,-15.4395725349717,1.13870599771859,1.13470351618003,2.24939462466729,9.3778142448318,-4.42674458164062,2.29142068082211
1990,-10.3058004135379,1.24605506583959,-1.33855697029056,-3.93405158341495,-4.33126564370443,0.680161062139515,0.408096637283709
1991,0.160136649941283,21.586420412085,12.7682288886517,23.0383260382193,22.8461620582897,10.9213195259955,19.4619408561973
1992,-32.1865184827253,-27.4848997342353,-97.2988644600145,-82.8171055810582,-81.3771442377386,-26.3976805991785,-3.23266489490215
1993,-0.331057314297538,1.42078764052693,1.36561142147734,0.593144354783088,2.97951582867784,0.600041382164287,1.22077384647217
1994,-12.9804524489348,-4.1511091587964,-25.6149791346365,-21.5242697122776,-18.8776630792884,1.15857676257413,0.719305952119482
1995,4.09684247662727,-0.811430587405186,-5.16846004586347,-5.07144117128241,-4.815664138296,3.81901569941789,-0.987828541188922
1996,-2.12430617419311,-0.198725416295484,-0.510518741862537,-0.77091756321524,-0.856575070239156,0.0376893030905229,0.0582471047762626
1997,-6.00029127627555,0.286421670954901,0.247584834215253,-0.0242730229622797,-0.101946696441575,1.35928928588766,0.140783533181222
1998,-1.06243359790013,-0.103118555090307,-0.396850196862696,-0.715580276232735,-0.803074807824511,0.193737891381789,-0.249984375976501
1999,-2.50033190246493,0.300924901535602,-2.9826968181617,-3.77041200159313,-3.61994955082533,-0.504491746692039,-0.0132760985971589
