"WYT","Month","EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Act5"
"C","5",0.81756225540417,0.827002165591058,0.827292913845156,0.829943083751439,0.830090829489109,0.830088115636939,0.831726109995707,0.831710158755181
"D","9",0.828634930903248,0.839134288172436,0.836635547163867,0.83736658590258,0.837368542239979,0.836755466194663,0.83677506251501,0.836962338338797
"D","10",0.832158809867055,0.840812456076816,0.842142173643144,0.842188497527707,0.8421882114416,0.842147578653318,0.842127783400016,0.841037961793202
"D","11",0.832421619638464,0.843218512289227,0.842583584890246,0.841916833850369,0.841925299844297,0.843508883499799,0.843297358068168,0.84142187148325
"D","12",0.845092708163837,0.845007023374341,0.84292140718262,0.843839020289011,0.843841209824634,0.8428786727835,0.842726357773974,0.843684586436562
"D","1",0.845316456802675,0.843813807263949,0.840624157724816,0.841043196842987,0.841046696983988,0.841103349623615,0.841100474322021,0.84038945533331
"D","2",0.852644578677684,0.849965209047881,0.847747549152039,0.847688874901307,0.84768492127741,0.84758480421019,0.847546929139381,0.847529090739589
"D","3",0.856025398127692,0.854741909017154,0.852078017672158,0.852080780044115,0.852082181558691,0.852092301412721,0.852149647192727,0.852154296986331
"D","4",0.845294127337387,0.837702418853993,0.840079970512722,0.840117042104194,0.840116569087515,0.840553085913414,0.842713795802584,0.842352983049025
"D","5",0.808653055338981,0.827236808426097,0.83713602301875,0.836913741621637,0.836913786874043,0.835993707269201,0.836179072874657,0.83637470223996
"AN","9",0.839256957224572,0.843111951511927,0.846417416044656,0.847019357180211,0.847034310059921,0.847367833037846,0.84717443867309,0.844547999767659
"AN","10",0.837861860112669,0.843589117067851,0.847246110247659,0.840990049455618,0.841048900221159,0.841033289205028,0.841475705561296,0.840010714857201
"AN","11",0.816297941506478,0.83416374015155,0.836425805723214,0.838264465234607,0.837677362880939,0.83839500213659,0.838863498866351,0.83689548397936
"AN","12",0.845846185680708,0.851026157678752,0.842074266130293,0.84190256850545,0.841849574925902,0.841926429463036,0.841923809139144,0.845909699119296
"AN","1",0.857114755971526,0.856790814789143,0.853858584044994,0.854039177745507,0.854060236692229,0.854001427169996,0.854094053980849,0.854036371736795
"AN","2",0.860051175949899,0.859909101468579,0.859252844047142,0.859243234604784,0.859242331048566,0.859244095966166,0.859246598826478,0.859265349688622
"AN","3",0.859557485655049,0.85929937487926,0.8587702390168,0.858425021031801,0.858777359233909,0.858334527607851,0.858125670510519,0.858473947048627
"AN","4",0.855189536142622,0.850683281722834,0.849965606013542,0.849861615074557,0.84994853021817,0.849835561076479,0.850559521830807,0.850600963812752
"AN","5",0.84784816429293,0.842266097844765,0.841817366531157,0.841750677579242,0.841794720517531,0.841724517034304,0.842888848486546,0.843097500877311
"W","9",0.841517656868927,0.840647336663928,0.847698591001777,0.847652459110875,0.847652983520384,0.847703812783153,0.847720293684807,0.845343937992033
"W","10",0.840049532364372,0.843748032918766,0.845928782646519,0.84550266922102,0.845644100010076,0.845674425842228,0.845703099468118,0.845229518415595
"W","11",0.844759128515145,0.847884685457998,0.848010763908579,0.847572077915317,0.847569760603823,0.847798125994135,0.84742287881071,0.848150359681114
"W","12",0.855091271719961,0.855309295519002,0.85355166098396,0.853583390169873,0.853583617221499,0.853564273541589,0.853547149581802,0.853596439938228
"W","1",0.857638643583782,0.85734164924492,0.856130277032503,0.856105661293773,0.856105827306982,0.856105098524287,0.856105092612835,0.856270215730613
"W","2",0.859645371934102,0.859463736444249,0.858766408609212,0.858762699243955,0.858763067537623,0.858758375977097,0.85876148557979,0.858759214999363
"W","3",0.858799792114275,0.858051111798414,0.857606691416188,0.857607643836307,0.857607816399133,0.857608358667171,0.857605014172802,0.857609347717435
"W","4",0.855406095934455,0.851622690419698,0.851729618547261,0.851797859725022,0.851797802593633,0.85179556491034,0.851759344583334,0.851748530967527
"W","5",0.847995197101495,0.845965131653376,0.845530866332866,0.845652033412506,0.845652167004044,0.845620935711704,0.845523160266733,0.845503250400803
