"WYT","Month","EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Act5"
"All","9",0.832881010439726,0.839739089631924,0.841301443281697,0.841243749983246,0.841300299203116,0.840979518794415,0.841108263216372,0.839547089897754
"All","10",0.837356168130341,0.843251684865847,0.843199905197385,0.84293883351066,0.843079373079439,0.842441805952421,0.842884278420191,0.841901973189832
"All","11",0.832066887227975,0.842771167616921,0.841231692335054,0.841860464859014,0.841132873286459,0.842508778838499,0.842395956271205,0.841980195803416
"All","12",0.848070012080581,0.849381750846441,0.846025553310667,0.846271038290983,0.846736947637972,0.84621998391555,0.84608268279021,0.846574047720106
"All","1",0.850058523233908,0.850224772641709,0.84887642516611,0.849447433323421,0.848690858084981,0.848350429622873,0.849394046318898,0.849325366479086
"All","2",0.856215998453559,0.855305115797694,0.85470197601031,0.85461769770958,0.854585337731512,0.854336212438181,0.85455242150749,0.854277075590817
"All","3",0.856404690807581,0.854780286530347,0.85411794207558,0.854066449242202,0.85408126651278,0.854219506084519,0.854089701351968,0.854285316393654
"All","4",0.849158475558922,0.843915766884836,0.844046648563128,0.845739955482642,0.845021323318958,0.845707831486658,0.846520003812809,0.845770501872486
"All","5",0.832503830043804,0.83710882211148,0.838921059567944,0.839587002055739,0.839628411950659,0.839422643136772,0.839941649042543,0.83998869290488
"C","9",0.818181531782409,0.837238941389908,0.831472905174632,0.830499561939259,0.83071726865982,0.829699705997115,0.830246698751591,0.829180200627255
"C","10",0.836463722326782,0.844174668521017,0.837515629012225,0.83970371164039,0.839987983057877,0.83742187868901,0.838979025693622,0.837360104233815
"C","11",0.815244645271277,0.836651930751284,0.829870204103292,0.832972866014349,0.830294739031139,0.833833380910079,0.834039357224467,0.833354445009315
"C","12",0.838703118423042,0.841554189680588,0.836542391273328,0.836801807224773,0.838684481723123,0.837390733275326,0.836995252038761,0.836511050194645
"C","1",0.837385466654074,0.839916750199164,0.840428442208085,0.842349314392298,0.839311490923277,0.837929290580885,0.842069017522535,0.842088964639875
"C","2",0.851366191010745,0.850249929765389,0.851129191604169,0.850849538436243,0.850722959916972,0.849814291239331,0.85070282914424,0.849612302897297
"C","3",0.851135824660456,0.847115867718816,0.847609214008735,0.847537405615443,0.847454307592166,0.84817532656385,0.847699793938438,0.848331423274718
"C","4",0.838591813226708,0.83230697701156,0.831023062051849,0.837685394712352,0.834776581250011,0.837222615946696,0.838518349626845,0.835811879784074
