"WYT","EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA"
"C",0.839720530944484,0.848295449106516,0.815333482964036,0.812059731212448,0.777509811799478,0.786839801921008,0.790692939257264
"D",1.00983466734582,1.03787090917249,1.04222638650052,1.04142421110574,1.04145962425495,1.04230672902606,1.04165744293559
"AN",0.998167962429424,0.633356624558776,0.659317463709792,0.675562150230172,0.672395229053638,0.676697985431189,0.659312832675461
"W",0.873935918598884,1.10772415608423,1.12908899985015,1.12861326577605,1.17384972441158,1.15539537829328,1.15654639275606
