"NAA","Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4"
0.979799776901805,0.979136230548204,0.979759611679259,0.979039685682222,0.978951073375363,0.978995091572412,0.980216395546278,0.979749124671227
