"EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Act5"
0.0479954540190627,0.668207712337669,0.678593020363351,0.678048022503876,0.679144270906138,0.673608106440137,0.665245080149772,0.677662083688435
