"WYT","Month","EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA"
"All","9",0.996520210416731,0.999261004058195,0.999568431179266,0.999573933188597,0.999572742356422,0.999563800614542,0.999597326359824
"All","10",0.998532754732538,0.999255900220192,0.999515742138419,0.99951255313845,0.999512629783326,0.999516948075256,0.999515867378311
"All","11",0.999336048032286,0.999333354364885,0.999597781045914,0.999624796754437,0.999640013143978,0.9996442644115,0.99963511044188
"All","12",0.999688086034488,0.999662337928531,0.99958783853415,0.999606092638859,0.999605781650881,0.999607943997181,0.999606790537508
"All","1",0.999797367999933,0.999701687807608,0.999719080479985,0.999747131462573,0.999738146499551,0.999722493961708,0.999725660897123
"All","2",0.999875511922565,0.999782524228317,0.999804993941836,0.999799598688009,0.999819062585924,0.999799756307544,0.999799707508745
"All","3",0.999927937460522,0.999830654653527,0.999841863718939,0.999839234538895,0.999838336722507,0.999839040933457,0.999840290062878
"All","4",0.999738712913368,0.999471044570389,0.999565924593851,0.999609758077768,0.999620117494329,0.999632733645155,0.999653574750804
"All","5",0.996719136708869,0.998640006005762,0.999113352815745,0.999123437259766,0.99914153874519,0.999129407041036,0.999173071471517
"C","9",0.991166755091126,0.999332836671489,0.999336058058065,0.999341382974868,0.999334906338732,0.99933276468234,0.999347488576893
"C","10",0.997625484934906,0.999262255528282,0.999359410032742,0.999364295378223,0.999363691505945,0.999368678269545,0.999371687822841
"C","11",0.998852963161186,0.999102825866365,0.999348102187969,0.999420608608632,0.999460947799746,0.999465158574475,0.999454445474058
"C","12",0.999347059665885,0.999360226850777,0.999272170637686,0.999329388484157,0.999326375624475,0.999374082149124,0.999364434500412
"C","1",0.999553927942165,0.999426808442666,0.999515445560482,0.999570372001254,0.999533266052542,0.999470141633702,0.999479927914785
"C","2",0.999729757088738,0.999585177456738,0.999701763360641,0.999680155955159,0.999757987019792,0.999680774288045,0.99968059019954
"C","3",0.999818591527985,0.999583566809134,0.999652397029538,0.999637910570219,0.999637416761202,0.99963805013861,0.999642929797163
