"NAA","Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4"
0.678593020363351,0.669914374410522,0.678064677786559,0.668660443512345,0.667511498492385,0.668082003388357,0.684096370795775,0.677926793443609
