"Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4","Action5"
-0.0677226479576673,-0.00422860462436174,0.00427384711732736,-0.0387981010257058,-0.10450352862305,0.0425207939718503,-0.0229996266734378,-0.00722502788986638
