"WYT","Month","EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA"
"All","9",0.99912966350098,0.999476650452879,0.999653330710545,0.999651956626419,0.999646845498085,0.999640319621569,0.999648982668371
"All","10",0.999348493470127,0.99947554994238,0.999618963375071,0.999613067810935,0.999609273000851,0.999613536022176,0.999608096243923
"All","11",0.999583848824186,0.999604465305817,0.999707123926893,0.999719849900077,0.999726378536902,0.99973061795749,0.999721562126109
"All","12",0.999754605734987,0.99974101293969,0.999653748897342,0.999669076100196,0.999663989886537,0.999664940156656,0.999661973650001
"All","1",0.999833416515271,0.999753648941581,0.999755021592423,0.999780932831801,0.999774110386974,0.999760023156872,0.999761347303973
"All","2",0.999882554249031,0.999787819451445,0.999806742133446,0.999801790330486,0.999821622786131,0.999801753645588,0.999801656019663
"All","3",0.999931399816641,0.999833178141271,0.999834809022902,0.999831584337051,0.99983049805262,0.999831231207518,0.999835639780204
"All","4",0.999829991287872,0.999644730538091,0.999679012279857,0.99970065459932,0.999708853437617,0.999719175481997,0.999736991610428
"All","5",0.999720110868494,0.999749267156494,0.999796452070448,0.999785883650413,0.999788510614048,0.999785763526178,0.999793355388033
"C","9",0.998740474566038,0.999537651774457,0.999478089195318,0.999463132375573,0.999441259246872,0.999439800652682,0.999442378905077
"C","10",0.999256547367793,0.999483551847545,0.999495711447145,0.999497935294704,0.999482009187039,0.999485671995248,0.999479653495462
"C","11",0.999302719354345,0.999506645908633,0.999539356041914,0.999575503976374,0.999586551249884,0.999590667991641,0.99957774477054
"C","12",0.999496070693006,0.999534061347075,0.999406742262748,0.999440531830546,0.999418745559785,0.999453953690285,0.999442373084463
"C","1",0.999616429012016,0.99952648662519,0.999559850467123,0.999611169513504,0.999582814427689,0.999525990918126,0.999530640582268
"C","2",0.999724489710261,0.999577190998887,0.9996893910046,0.999668129690427,0.999748319907586,0.999668767881667,0.9996685519
"C","3",0.999819255863143,0.999583071195682,0.999619791721591,0.999602577467596,0.999601540355886,0.999602205101746,0.999617757578778
"C","4",0.999604674008401,0.999460388323633,0.999426227883083,0.999504776042789,0.999537863782165,0.999566774628952,0.9996109193109
"C","5",0.999593278420095,0.999702132771779,0.999682530182106,0.99965483180436,0.999664673751497,0.999666549235436,0.999702781288326
"D","9",0.998868215803656,0.999431649493183,0.999414323030432,0.999431438366792,0.999431437812174,0.999404849742524,0.999438932930067
"D","10",0.999286379987984,0.999446115618054,0.999603342063069,0.999601981897976,0.999601937062032,0.999609391821522,0.999595696489063
"D","11",0.999628668547735,0.999617810958781,0.999746327253989,0.999744353722425,0.999745052254843,0.999779339264097,0.999779256629317
"D","12",0.99971019100922,0.999625976799166,0.999577804765131,0.999614111461188,0.999615781378104,0.999576223107137,0.999576215363038
"D","1",0.999757714233473,0.999577728312473,0.999565803853757,0.999621599443735,0.999622985829694,0.999624460038902,0.999625315588961
"D","2",0.999820962831031,0.999621697131602,0.999612777501546,0.999615176850187,0.999614084289435,0.999614179107923,0.999613954741261
"D","3",0.999937809993889,0.999834320334395,0.999769657937979,0.999773729321881,0.999773616388896,0.999773610133326,0.999776050258774
"D","4",0.999781613872026,0.999547582037036,0.999735668504556,0.999734900199199,0.999734859930482,0.999748057881191,0.99975925881807
"D","5",0.999488620064767,0.999727969214095,0.999864648615559,0.999851114200275,0.999851567022743,0.999835083961073,0.999815992576071
"AN","9",0.999259751374969,0.999545800967335,0.999766182602708,0.999752856841107,0.999752727484404,0.999747345850503,0.999748716363561
"AN","10",0.999278600142936,0.999517726482984,0.999654777331256,0.99961422557696,0.999616302473882,0.99961718306796,0.999616947092137
"AN","11",0.999446079092287,0.999487760804409,0.999728803909147,0.999761905114057,0.999786727635454,0.9997904031634,0.999790874099608
"AN","12",0.999773131760136,0.999850029176935,0.999604838908308,0.99959532705503,0.999595600368,0.999596227947515,0.999596189248538
"AN","1",0.99994695692154,0.999915231709956,0.999860942801189,0.999877713681392,0.999877604811184,0.999875861121214,0.999875770796199
"AN","2",0.999981588686764,0.999967315438405,0.999949084468745,0.999948003003061,0.999948037064879,0.999948043011057,0.999948042163097
"AN","3",0.999994312938679,0.999990785669029,0.999989619409298,0.999989850989407,0.999981807324314,0.99998749364818,0.999987808884933
"AN","4",0.99997322084263,0.999728338783819,0.999692148630182,0.999694926408053,0.999694307249691,0.999698549734708,0.999751746424916
"AN","5",0.999854307514846,0.999674685902344,0.99974095513207,0.999732798024593,0.999733435605335,0.999727963259144,0.999751206426633
"W","9",0.999433170136094,0.999447394475323,0.99983183454524,0.999832444833459,0.999833267501094,0.999832588721874,0.999834954932738
"W","10",0.999442712480642,0.999474813796854,0.999686420816766,0.999681700111039,0.999681673431771,0.99968560300503,0.999682997473402
"W","11",0.999750727481831,0.999678812347693,0.999778086832671,0.999779805889096,0.999782350022037,0.999773428423156,0.999760415994777
"W","12",0.999913859297507,0.999882887389767,0.99983559663955,0.999836862544043,0.999836860409266,0.99983685403979,0.999836707514275
