"Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4"
-0.0677226479576673,-0.00409932962764436,-0.0775761780623177,-0.0866200979474886,-0.0821275273135746,0.0425207939718503,-0.00516965116465329
