"WYT","Month","Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4","Action5"
"All","9",-0.0420778106525618,0.0267309317991277,0.0268849249206214,0.0149775494526247,0.0107854802649846,-0.0161590963144064,-0.0234940370178098,-0.0215532495534388
"All","10",-0.00588514954614405,0.00696822452865122,0.0067150691401317,0.00563883205088708,0.00768334409298694,-0.00452890105916232,-0.00830076963082741,-0.000868609324711603
"All","11",-0.017273074869124,-0.000507926120249833,-0.00857947193366638,0.00495686514854757,0.00224647218357453,-0.0129736336661439,-0.0018302304172476,0.000890843731345375
"All","12",0.00575112718490619,0.00133396947039594,0.00432818645178286,0.00131348564543422,0.000365584441836503,0.00935532306558181,0.00863205510631651,0.00873404355149239
"All","1",0.000913275977513128,0.00310709622355896,0.000800821030735549,-8.88027924403165e-05,0.00428196444587928,0.00350653866728352,0.000555589030184713,0.00233153975445251
"All","2",-0.000359559422282828,-0.000642170717303885,-0.000642742034882227,-0.00233039528538563,-0.000675503541508151,-0.000411610019179385,-0.000529843687823649,-0.00230399975111486
"All","3",0.000948766272036942,-0.000366020745379689,-0.000349659636287054,0.00209843648467652,-0.000270010565869813,-0.00217902214127252,0.000384439713135792,0.00233755193406476
"All","4",0.000685792175908538,0.0212227048145399,0.0175909228946507,0.0221843715594698,0.026410304709834,0.0208706216762394,0.0141349343363069,0.0181822971074102
"All","5",0.0020080164300004,0.0560626719425873,0.0476777504818898,-0.0202581315711048,0.0665856143896028,0.250664823768432,0.00169913556516795,0.0354578995743337
"C","9",-0.0068314859454199,0.0492822241146781,0.0494511852004081,0.0415439816527469,0.0447592700811736,0.0365007173844052,0.0227745874668009,0.0432772645783724
"C","10",0.0155527975778115,0.0220537333855768,0.0219449104087457,0.017946457262296,0.0264629849807646,0.00930987369312638,0.00820656214173136,0.0194856572627056
"C","11",-0.0059340074278096,0.00982236416172205,-0.00172618681224545,0.00668022036366206,0.0105954216920252,-0.0125920149539968,0.00560617218649498,0.0131963002338712
"C","12",0.0104643648859688,0.00289391298274414,0.0149258716434126,0.0115156958784156,0.00585764373419192,0.0108338652033971,0.00972929578304583,0.0105394646057518
"C","1",0.000717471821266663,0.00442653914689635,-0.00481324312393046,-0.0079404258798336,0.00956742134922523,0.00787063388894329,0.00319200412977794,0.00828112420578863
"C","2",0.000621007433437972,-0.00256869883820778,-0.00256993094723031,-0.00932773872470902,-0.00262293654189969,-0.00447864212049657,-0.00213988391260897,-0.0091470231788632
"C","3",0.00530428243775795,-0.00190707711556763,-0.00191772248466085,0.00794260841228606,-0.00133052171788016,-0.00819420177821002,-0.000164140141013422,0.00892899183765644
"C","4",0.016809030516866,0.0770044127974923,0.0624918341836645,0.0782414077964797,0.0756374722865759,0.0966025456848116,0.0401947329342687,0.0699226568565314
"C","5",0.074735046207586,0.30692332972458,0.289236083924355,0.240958452442903,0.457876186066055,0.141766252279496,0.159424173385661,0.352301612244116
"D","9",0.00213936351857647,0.0616462805771986,0.0615640266688615,0.0179118127083162,0.000675650136590874,0.00848375203656334,0.000977503062568486,0.00806901983999411
"D","10",-0.0242345832540532,0.00424575259641627,0.00432548036262789,0.0054783690679112,0.000116658342574854,-0.0333308659817518,-0.0199844054996827,-0.00661311137429708
"D","11",-0.0231010592915742,-0.0108510736407498,-0.0108514313282097,0.00840253208676078,0.00884225710091281,0.00114781999377416,-0.0217513328205647,-0.0151094419205581
"D","12",-0.00592154491044493,0.0036709899434181,0.00367282437959039,-0.00608842647140685,-0.00590711909861493,0.00935555180494233,-0.00235259277782563,0.00320612112559014
"D","1",0.00236817849205167,0.00868180380371879,0.00869470188477573,0.00840338084416608,0.00846869222668952,0.00611477449021906,0.00104620900321037,0.000666559511921758
"D","2",-0.00242972755238954,4.4256667403812e-05,4.5170199586218e-05,5.07050906381134e-05,-1.55391913481964e-05,0.00253709805784159,6.20288140729296e-05,-6.73885115354645e-06
"D","3",0.00172789272005997,0.000472867332223811,0.000473203925255482,0.000472526035511056,0.000453901381791452,0.00177814953182388,0.00196911233306227,0.000419124713634081
"D","4",-0.00223612410626121,0.00180920163239149,0.00172648268972334,0.00818102110270562,0.0186770514869158,-0.0462466549966448,0.0184773799030098,0.000708114699623035
"D","5",-0.120769725745911,-0.126289848601024,-0.126826164174206,-0.330636759100175,-0.365403405647156,-0.618305226578997,-0.171079593718455,-0.412997828903531
"AN","9",-0.0873491893992449,-0.00452750751848343,-0.00317393872028611,-0.0128193051423061,-0.0319036601388837,-0.0737257860641174,-0.0877871843655717,-0.102807512170959
"AN","10",0.00433214973515568,0.00583651118338935,0.00395694157932384,0.00520427501163548,0.00259760560279714,0.00216060323384445,-0.0137327277562197,-0.0275907064838657
"AN","11",-0.0905608653467999,0.0126027636392122,-0.0388280040771978,0.0130635389621975,0.00845825916930176,-0.0585552142712022,-0.00245839749985856,-0.0443614834475407
"AN","12",0.0458061318845558,-0.00351453605167424,-0.00363634349461536,-0.00432028600643462,-0.00524541350026078,0.0223274743734189,0.0655917751491671,0.0502517739547641
"AN","1",0.00316380349427095,0.00229248154279687,0.0022970658232083,0.0020133633154281,0.00192895881429605,0.00209624238769653,-0.00485246387618245,0.00135834632994122
"AN","2",-0.000296910308843491,-7.91184917430837e-05,-8.44278573591707e-05,-7.86594375680498e-05,-8.62249226306006e-05,-6.89097204619862e-05,-7.92102517903344e-05,-8.77323446026749e-05
"AN","3",-9.38494550859279e-05,-0.000131710353003268,5.73855716064678e-05,-0.000106175575641152,-0.000560394643621216,4.13154215711292e-05,1.41657304589286e-05,-5.07702435642511e-05
"AN","4",-0.00651308339197037,0.00206477612833197,0.00222882249363524,0.00150419172070837,0.0350246165113408,0.0769427399067215,-0.000405834480513194,0.0286723208246155
"AN","5",0.00519465224498254,0.0306984636805306,-0.00540788129953535,0.00299005355816885,0.397123953028976,1.14940188980897,-0.00317930118750207,0.49128937223031
"W","9",-0.0711631116229015,0.00569540039282065,0.0056795214661133,0.00511774346252213,0.00590375189797256,-0.0434970388527463,-0.0457196358795476,-0.0525877723156747
"W","10",-0.0119059883065181,5.56155369440609e-05,-6.40901705109816e-05,-0.0010245358838306,0.00175003072074996,-0.000906535853699506,-0.0110677750846907,-0.00367759094218759
"W","11",-0.00469368950454353,-0.00455746140589633,-0.00465281073555308,0.000668422995259809,-0.00669747999360281,-0.00933335847294943,0.00303435870187967,0.0112253202770131
"W","12",-0.000574608681303666,0.000507181238980961,0.000507498586536196,0.000190768375956599,0.00134982680079192,0.00565434980541859,0.000253441977975347,0.000968117377890919
