"WYT","Month","EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Act5"
"All","9",0.00225052041873624,0.164445808042254,0.165597195163778,0.163656919404698,0.166495188746081,0.163353726066683,0.158791286801713,0.162615132845516
"All","10",0.10122420458819,0.181007186472482,0.180794284533588,0.175445619837846,0.179145309806614,0.176340948711989,0.171828916505206,0.175565760037899
"All","11",0.200246426871396,0.200814719016237,0.200348238759535,0.199823641033481,0.200019349999827,0.200031384809211,0.199770486064449,0.199873164654039
"All","12",0.202280442523133,0.201944917415323,0.201916377387474,0.201996916352057,0.20199902214572,0.202022718647677,0.2019971897857,0.201994700491996
"All","1",0.190297721093179,0.190053104275361,0.190183430131986,0.190190675339418,0.190179187382769,0.190177476139772,0.190204506920115,0.190200071698669
"All","2",0.190420622259457,0.190105783106262,0.190252901343081,0.19023657186048,0.190236876973642,0.190227815445807,0.190237785450879,0.190213581923712
"All","3",0.187477898754533,0.186457751240081,0.186860103224581,0.186911367460769,0.186902707366661,0.187191142532156,0.186919488297807,0.187100567286344
"All","4",0.164913322696643,0.159059003431269,0.161690626466404,0.164213001592738,0.164047119983199,0.164481404435688,0.164245402223221,0.163663299239545
"All","5",0.109750178152391,0.154234830278286,0.154575693484546,0.157913297872231,0.157903369426764,0.158003696170926,0.15778153989857,0.157823978835653
"C","9",0.000523397401942004,0.160059573428627,0.156774050372655,0.147983100057844,0.159353983718891,0.147364369115014,0.128996804568216,0.145764711261101
"C","10",0.0856777775851777,0.179843789492237,0.176015299604502,0.178038809186811,0.180059490448163,0.179673139755159,0.170448226504824,0.176645294155935
"C","11",0.200386149855704,0.200943217153565,0.199239264481496,0.199646844360963,0.200287591134831,0.200104666563839,0.19910002970589,0.199533367648029
"C","12",0.202102913766991,0.20167165393146,0.201680401139335,0.201939487518643,0.201969525881513,0.202006126115101,0.201930326325901,0.20193620338353
"C","1",0.190141205374617,0.189840852285865,0.190012703983893,0.190031633774126,0.189988809561544,0.189983430953082,0.190085812068933,0.19010136344893
"C","2",0.190214059741187,0.189827489382551,0.190134764253454,0.190109472519792,0.190111153653237,0.190052563557074,0.190102664585365,0.190027003651777
"C","3",0.181180852218968,0.178322618257793,0.179644317043709,0.179837289672009,0.179829181270337,0.180970394617929,0.179893636809886,0.18064718420382
"C","4",0.151038642235281,0.146461266549503,0.152676834370718,0.161837506480923,0.1610628793861,0.162036668134431,0.161455987054252,0.159140714815139
"C","5",0.0806137270813317,0.156307475625796,0.16551511189119,0.167953402833278,0.167980115763183,0.168019759078333,0.168035760862876,0.167718842728173
"D","9",0.00149721507839804,0.17542291105038,0.173912431734443,0.174616068660498,0.174586194541912,0.17384549634656,0.174015071295171,0.174139371334898
"D","10",0.0913465050022344,0.173963327723079,0.174478882521307,0.171585467129852,0.171406229536703,0.174625587476557,0.169345619043874,0.17443205802959
"D","11",0.199340273395243,0.200866578108705,0.200703601122545,0.200102209670815,0.200104255199301,0.20077885382776,0.200043588286944,0.200676516919998
"D","12",0.2020540296597,0.2016620790033,0.201582481434225,0.201746430092235,0.201748891370949,0.201767378408706,0.201742282536585,0.201737237590908
"D","1",0.190126250444811,0.18973863754961,0.189898605121779,0.189911248458867,0.189910099273473,0.189902172913777,0.189908047011409,0.189869082977608
"D","2",0.190538305034792,0.189705433417913,0.189881288293947,0.189832945358671,0.189832554721394,0.189853218616399,0.189839710623341,0.189820509524721
"D","3",0.19003099209369,0.189532001233276,0.189311436999379,0.189304824963238,0.189285861802758,0.189285684431829,0.189286970169532,0.189267183997472
"D","4",0.150765996373656,0.142967654504758,0.146617106244026,0.147689494480218,0.147665107345047,0.148698373232159,0.14786402770999,0.148053855977713
"D","5",0.0282473267304198,0.149078863232857,0.144239997165005,0.15097558236495,0.150939119779033,0.151069293273827,0.149853852864212,0.150407055008296
"AN","9",0.00124637545621635,0.157696119890379,0.158915135714453,0.158924218676193,0.15896235378042,0.158951745135678,0.158807848768763,0.157890977371999
"AN","10",0.120762749725974,0.181532656277994,0.181891102114143,0.13141907425531,0.163835981500587,0.131369554740531,0.119067598125979,0.130065140398613
"AN","11",0.200843043556447,0.198772288436284,0.197607171592115,0.195125296426484,0.195574900573131,0.194789327902561,0.19612095471626,0.195121568334038
"AN","12",0.202385966943931,0.202032318835648,0.201880959700824,0.201925011213436,0.201861893081953,0.201934108342986,0.201940274421843,0.202014046515449
"AN","1",0.190498029770572,0.19031454592191,0.190309937985748,0.190352311492814,0.190344136904665,0.19035074381128,0.190353091988798,0.190344173421542
"AN","2",0.190565164041732,0.190475549687853,0.190486900483353,0.190508519435701,0.190505384451146,0.190508084133859,0.190510886797985,0.190508636027258
"AN","3",0.190152835138427,0.190075616640529,0.190195910890769,0.190213751484505,0.190182552365086,0.190217774881176,0.190188745044535,0.190195020738026
"AN","4",0.176125648973789,0.169989328600012,0.168352770003665,0.168241961129917,0.168614837362889,0.168331968036776,0.169457386070493,0.169259752099115
"AN","5",0.158450877367558,0.160870106384185,0.158160174120808,0.16115015278803,0.161188724248456,0.16119841356571,0.161266605905927,0.161601703076044
"W","9",0.00376797890433221,0.163503823302185,0.168288183671733,0.168545575090041,0.168540485622076,0.168551911122333,0.168573970052774,0.167904406724581
"W","10",0.109909298264114,0.184667350948906,0.186012384259526,0.185504259310316,0.185479095860386,0.185245757341854,0.185424391683615,0.185581135229192
"W","11",0.200438956383948,0.201174156138836,0.201415522789867,0.200842129703176,0.20082024693099,0.200823365805429,0.200832590019916,0.200760805610286
"W","12",0.202456247677894,0.202203013884962,0.202203744101584,0.20215612740579,0.202157051317682,0.202165112450805,0.202160276121608,0.202137327725305
"W","1",0.190416370407789,0.190252686892848,0.190376754029072,0.19036730234407,0.190367892104938,0.190369132083596,0.190369189559379,0.190369993108357
"W","2",0.190450955362286,0.190356153573904,0.190431694605762,0.190426139367172,0.1904267537132,0.190429383155273,0.190429085555714,0.190426367784662
"W","3",0.18924711948269,0.188806966144278,0.189038101054891,0.189043788670373,0.189044409893369,0.189043621118202,0.189044023459946,0.18903518302687
"W","4",0.176417551034917,0.170780495628755,0.171917154721228,0.171981177696605,0.17197087762528,0.171998591004379,0.171917469579135,0.171869720289568
"W","5",0.151338207331595,0.153900395748549,0.15229533037037,0.154699589804708,0.154670320234034,0.154811236422236,0.154833707820925,0.154783748542991
