"WYT","Month","NAA","Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4"
"All","9",0.326024165730856,0.308390264179779,0.326323905566148,0.326404001670285,0.326688966883244,0.327345605165346,0.309766359099087,0.3268185103425
"All","10",0.290909475884065,0.287490746352677,0.290596044435169,0.290580508461863,0.290276801445835,0.29008856558415,0.286234789653444,0.290916490395998
"All","11",0.329359225182399,0.322869676122013,0.331196433098087,0.332271489604283,0.333295229469739,0.332885425058009,0.326047077181509,0.330914014955419
"All","12",0.379377258603444,0.38689289783643,0.381155163495004,0.381035812897889,0.37946835470449,0.379436509327065,0.38912016463437,0.381138559518371
"All","1",0.437576222873137,0.438669466555764,0.4432707499549,0.439760850006353,0.439321917949113,0.439095038088743,0.444753968508209,0.439172445695768
"All","2",0.470387760008467,0.468125478004293,0.469095782290307,0.472049536682529,0.469649347155722,0.46843175734647,0.469434669728004,0.469923950034825
"All","3",0.468508853934591,0.466426570517768,0.467651727989902,0.466964542386083,0.467023007100896,0.467836982910149,0.473230388650408,0.4681037772116
"All","4",0.364963663718719,0.370185548989164,0.368727711835604,0.371906656306342,0.372023562962178,0.377780740232818,0.387410142094907,0.368864752474073
"All","5",0.345002169954799,0.347883160107275,0.347132298981695,0.347111125265921,0.345421922953269,0.34883516308028,0.359417257958989,0.347241290258988
"C","9",0.251341872077404,0.245482750113382,0.24921133865181,0.249825099840983,0.251243289521845,0.251529394075067,0.250183794971321,0.249753480991475
"C","10",0.249590014961778,0.255131713195146,0.251070502476111,0.251028047959924,0.250506870988605,0.250681055540507,0.2410150548805,0.251749953102473
"C","11",0.251103780256635,0.247359470037621,0.254296787686772,0.258077001233995,0.256050937357585,0.255440524559021,0.243721527848892,0.251721124376227
"C","12",0.277995167676099,0.289969017397172,0.278394771804104,0.277619084058678,0.279253268270332,0.278557407021819,0.288015078909201,0.280860533840527
"C","1",0.322852987452631,0.316785596102384,0.341125377601984,0.326778985941919,0.325317415622068,0.324445691327244,0.333791531513579,0.330564183699989
"C","2",0.365860630032565,0.356915371009129,0.362049199399088,0.373562749719824,0.361410498935142,0.360823763066057,0.357084890280647,0.363484155835462
"C","3",0.345502710168734,0.342266762382618,0.341969517135791,0.34250344458049,0.342048447285543,0.343667201201143,0.348627156091532,0.343825494064429
"C","4",0.247552635314116,0.276717346067312,0.261804405919092,0.27553474836448,0.272800415898867,0.27911566029787,0.264771131909052,0.261325794133186
