"Year","Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4"
1980,-5.21520047438838,-0.218039591636803,-0.266036189728506,0.883502254519115,3.19694247621349,3.29532606653516,-0.935461874471583
1981,0.176213242077071,0.460185398651944,0.44686776614892,-1.46069223211821,0.810418532957974,-0.821142923099141,1.91740583667359
1982,-1.64295049870066,-0.0161320061814191,-0.0212499146845467,0.165199240870726,0.705876120943171,-0.257676098735709,-0.492020076381536
1983,-3.93956306394185,0.0400675555063632,0.0167124439546273,-0.0380662932302679,2.26802249858824,-0.215205506153708,0.204361457076334
1984,-3.87559314224501,1.42586624731336,1.4038670686582,1.2283797312336,3.57201185730951,-2.55859462519948,1.77554933367213
1985,-6.74916353950169,0.832568988206943,0.806234366227642,-1.04120276061199,4.3994538949861,-1.56475971820583,0.834907749365161
1986,-8.96637861875925,1.53245187005488,1.54223402383233,1.27658550537625,3.45548406181075,-2.87632537516036,0.0531585785301747
1987,-5.05042485828111,-4.36354253145152,-4.29237966060527,-4.48614487023692,-2.70605568552724,-1.58167751947846,-0.0893561478575986
1988,-16.005192266422,1.1483974296608,0.929975562432074,-0.886687875283328,5.24230341632444,-3.29687673462128,1.1153747054581
1989,-15.3640382217882,0.799113039296935,0.791904268599077,1.91494214390989,8.87688963425758,-4.63254801584962,1.95770478647609
1990,-10.3210120741533,1.18349905717692,-1.39912819523613,-4.00431501787286,-4.40301237228057,0.615491867335788,0.365684197673304
1991,0.105168829135177,21.557729515755,12.7205391372669,22.9619180113929,22.7686754163759,10.8251410941046,19.4213252708456
1992,-32.1694247603329,-27.458327248451,-97.2909253734572,-82.7791415641123,-81.3365569687936,-26.3975410121072,-3.25431099428137
1993,-0.337282296351079,1.38214073150674,1.33166415900936,0.561063972936263,2.93718963468324,0.420461689736896,1.20100723806264
1994,-12.9653154321051,-4.14415029264104,-25.5917990854022,-21.5084038653876,-18.8540720849966,1.17323779507284,0.719615163931394
1995,4.10700448335104,-0.809684646027989,-5.17104769279339,-5.07386246292246,-4.81764685689912,3.82242677202663,-0.986385063975125
1996,-2.12276226852744,-0.201474110713384,-0.513756250096313,-0.769689026048898,-0.855480822582669,0.0499341042500407,0.0559012788879285
1997,-6.00540530653788,0.287160784928876,0.248223729345306,-0.0243356597397355,-0.102209770906893,1.3524271643004,0.141146826490463
1998,-1.06158851554876,-0.103252205319439,-0.397364547744484,-0.71428564311068,-0.80189357489686,0.17621231411589,-0.250308376531956
1999,-2.31537641219445,0.316574798972644,-2.77535222019265,-3.53718176117427,-3.41896757598958,-0.565898478123534,0.0281339122469306
