"WYT","Month","EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA"
"All","9",0.252834123433693,0.269189152423455,0.326024165730856,0.326323905566148,0.326404001670285,0.326688966883244,0.327345605165346
"All","10",0.240318793509282,0.251697112846912,0.290909475884065,0.290596044435169,0.290580508461863,0.290276801445835,0.29008856558415
"All","11",0.301451318939562,0.325881978134494,0.329359225182399,0.331196433098087,0.332271489604283,0.333295229469739,0.332885425058009
"All","12",0.401765347371453,0.411427435974563,0.379377258603444,0.381155163495004,0.381035812897889,0.37946835470449,0.379436509327065
"All","1",0.455225997412412,0.446100133623465,0.437576222873137,0.4432707499549,0.439760850006353,0.439321917949113,0.439095038088743
"All","2",0.487287401982509,0.467479701991716,0.470387760008467,0.469095782290307,0.472049536682529,0.469649347155722,0.46843175734647
"All","3",0.504888759617067,0.474621859989106,0.468508853934591,0.467651727989902,0.466964542386083,0.467023007100896,0.467836982910149
"All","4",0.421571036191332,0.359857468030684,0.364963663718719,0.368727711835604,0.371906656306342,0.372023562962178,0.377780740232818
"All","5",0.343310464348173,0.330958238419728,0.345002169954799,0.347132298981695,0.347111125265921,0.345421922953269,0.34883516308028
"C","9",0.198938600507333,0.246081810364914,0.251341872077404,0.24921133865181,0.249825099840983,0.251243289521845,0.251529394075067
"C","10",0.219100285582632,0.234500270577904,0.249590014961778,0.251070502476111,0.251028047959924,0.250506870988605,0.250681055540507
"C","11",0.205016335837112,0.257727881566989,0.251103780256635,0.254296787686772,0.258077001233995,0.256050937357585,0.255440524559021
"C","12",0.294563049658383,0.301944896016509,0.277995167676099,0.278394771804104,0.277619084058678,0.279253268270332,0.278557407021819
"C","1",0.330165396387114,0.32089785385024,0.322852987452631,0.341125377601984,0.326778985941919,0.325317415622068,0.324445691327244
"C","2",0.37375190660894,0.348851659669461,0.365860630032565,0.362049199399088,0.373562749719824,0.361410498935142,0.360823763066057
"C","3",0.400718253167412,0.337789688022023,0.345502710168734,0.341969517135791,0.34250344458049,0.342048447285543,0.343667201201143
"C","4",0.284287495719842,0.244185268732099,0.247552635314116,0.261804405919092,0.27553474836448,0.272800415898867,0.27911566029787
"C","5",0.238689925554528,0.244747781419744,0.250020219039057,0.259545328984108,0.259707403429396,0.259713428466855,0.267516109975913
"D","9",0.241487518518737,0.273390908943306,0.28462026375452,0.285836144550113,0.285817484203223,0.282352536241403,0.285880604856304
"D","10",0.225656820962437,0.241412802169742,0.282253964793055,0.283648173830574,0.283644577773385,0.283270413404312,0.282604655882021
"D","11",0.307772390298943,0.320408636584152,0.323514875897322,0.320799532464321,0.320774404105229,0.331842663295633,0.331034587234681
"D","12",0.342209099000918,0.351116112150521,0.323055895554645,0.331109853793055,0.331154120008302,0.321851955224436,0.321970728974824
"D","1",0.351849485378304,0.335968669403165,0.324274238965004,0.329948565154624,0.330223509608823,0.329468900425736,0.32971938005389
"D","2",0.399879307606331,0.343445994298167,0.342719244116195,0.341445265347559,0.341801461516386,0.344947388556749,0.339293939882243
"D","3",0.487744400584277,0.454599483265981,0.411953914535952,0.41270625320548,0.412633966642554,0.412470575391663,0.414357226254913
"D","4",0.360767738033551,0.28660338617609,0.31019723229067,0.310354781054682,0.310334836516824,0.313533228841371,0.328997006731952
"D","5",0.222281561221194,0.253424609300995,0.30773905574176,0.305916514949365,0.305919017248872,0.299959382782138,0.301145804716194
"AN","9",0.237681008423386,0.263031397680532,0.364867062361498,0.374667352249169,0.374367992281326,0.378704966900771,0.376364022248066
