"WYT","EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Act5"
"C",0.839720530944484,0.848295449106516,0.815333482964036,0.802492299809865,0.815107116740765,0.802606452228366,0.7756128872187,0.797892381867781
"D",1.00983466734582,1.03787090917249,1.04222638650052,1.04153988894883,1.04154727815203,1.04244000873802,1.04176921268565,1.03725678361489
"AN",0.998167962429424,0.633356624558776,0.659317463709792,0.670729307743043,0.680928507893905,0.667445884774833,0.643060604951283,0.64725517304921
"W",0.873935918598884,1.10772415608423,1.12908899985015,1.13949187005731,1.1255029746304,1.13807900264134,1.18298197029999,1.15005781536802
