"EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA"
0.8522940943498,0.979004786054915,0.979799776901805,0.979759611679259,0.979039685682222,0.978951073375363,0.978995091572412
