"EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Act5"
0.8522940943498,0.979004786054915,0.979799776901805,0.97975834504313,0.979841652046326,0.979419633194513,0.978775851561502,0.979728986094659
