"WYT","NAA","Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4"
"C",0.815333482964036,0.795490120436079,0.812059731212448,0.777509811799478,0.786839801921008,0.790692939257264,0.806904597808209,0.817431882430642
"D",1.04222638650052,1.03536443257808,1.04142421110574,1.04145962425495,1.04230672902606,1.04165744293559,1.0394139228133,1.04095641691288
"AN",0.659317463709792,0.689308500446463,0.675562150230172,0.672395229053638,0.676697985431189,0.659312832675461,0.68318807134032,0.673147598519686
"W",1.12908899985015,1.14055832118411,1.12861326577605,1.17384972441158,1.15539537829328,1.15654639275606,1.13134458036843,1.1242792456674
