"WYT","Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4"
"C",-2.43377255351009,-1.57496085006699,-0.0277636363525429,-1.56096014717841,-4.87169932000543,-1.03379602726298,0.241794655257611
"D",-0.658393801127976,-0.0658683718411892,-0.0651593892923217,0.0204967212754293,-0.0438651161385958,-0.269851514377182,-0.48579109918171
"AN",4.54880059871618,1.73085723667013,3.27779034738652,1.23285390004762,-2.46571032216196,3.62050286006607,4.69873393562436
"W",1.01580312406541,0.921350771155729,-0.317603414809054,0.796217374571534,4.77313749907995,0.19976994892136,-0.578328572190079
