"EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA"
0.0479954540190627,0.668207712337669,0.678593020363351,0.678064677786559,0.668660443512345,0.667511498492385,0.668082003388357
