"Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4"
-0.0108711500001729,-0.00286250306976655,0.00961147834452375,0.0121965946954002,0.00664037535909201,0.630036198571771,0.00632719562461627
