"NAA","Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4"
1.00985758628685,1.00985180792965,1.00986866739469,1.00986560652701,1.00987129132512,1.00986308170966,1.01019145773993,1.00991087194942
