"WYT","Month","NAA","Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4"
"All","11",0.329359225182399,0.322869676122013,0.32981443101542,0.329386144254751,0.333354798024189,0.33161489398262,0.326047077181509,0.331928288515529
"All","12",0.379377258603444,0.38689289783643,0.381044210629241,0.382925448927151,0.379596362790191,0.378823522383864,0.38912016463437,0.384634742590772
"All","1",0.437576222873137,0.438669466555764,0.441578632962438,0.438030424272679,0.438028452944424,0.441725909573558,0.444753968508209,0.440014650370407
"All","2",0.470387760008467,0.468125478004293,0.469026348832074,0.469237254529882,0.463343360409796,0.4687856562507,0.469434669728004,0.470547492056484
"All","3",0.468508853934591,0.466426570517768,0.467271444719526,0.467781689475228,0.468599890346633,0.467596650679728,0.473230388650408,0.468363733316936
"All","4",0.364963663718719,0.370185548989164,0.371894976409994,0.368568111752466,0.37171975747276,0.377835879257905,0.387410142094907,0.369884943305021
"All","5",0.345002169954799,0.347883160107275,0.346923590594089,0.347174944478355,0.345599985820472,0.348536283639339,0.359417257958989,0.346345149674768
"C","11",0.251103780256635,0.247359470037621,0.25366258692906,0.252886984189099,0.256894020780591,0.252662969342084,0.243721527848892,0.253597690674745
"C","12",0.277995167676099,0.289969017397172,0.278425277644839,0.286294969870291,0.27931978958316,0.276790963352717,0.288015078909201,0.278374644323913
"C","1",0.322852987452631,0.316785596102384,0.333108703883363,0.318574470068197,0.319266691813322,0.333922082223799,0.333791531513579,0.33405115754598
"C","2",0.365860630032565,0.356915371009129,0.361341754885883,0.362230443910343,0.339936861302847,0.361664314829189,0.357084890280647,0.36273176080406
"C","3",0.345502710168734,0.342266762382618,0.341775932290429,0.341800222498754,0.347325976195558,0.343570536567018,0.348627156091532,0.343060617280094
"C","4",0.247552635314116,0.276717346067312,0.275312969851182,0.261240673909838,0.272404333736111,0.279428018337922,0.264771131909052,0.261106480824678
"C","5",0.250020219039057,0.256921120252427,0.258528687734423,0.259299364396464,0.258467840506397,0.266333032519765,0.256650181341303,0.258178073751725
"D","11",0.323514875897322,0.315409667272144,0.319270605146558,0.319338866386571,0.331315454929303,0.329509303478304,0.326593018925811,0.322578539573382
"D","12",0.323055895554645,0.322360600763299,0.33080226238161,0.330822846073377,0.323102017517736,0.321945161148833,0.328651441306937,0.322859701494684
"D","1",0.324274238965004,0.326981010056551,0.331145355478221,0.331184927168163,0.331156815006487,0.330153297223659,0.329849425601553,0.322924722855558
"D","2",0.342719244116195,0.343091736321693,0.341979765675026,0.341936129180197,0.340511373342702,0.340026371796662,0.350521349517619,0.347567555956649
"D","3",0.411953914535952,0.413224343763922,0.412791427660599,0.412826155139116,0.413137342428824,0.414383143198266,0.428693772988647,0.41462278724135
"D","4",0.31019723229067,0.30856865555486,0.310017872090212,0.310015529760718,0.313203172772325,0.329109476523657,0.327171813430484,0.317098931482058
"D","5",0.30773905574176,0.308100477680523,0.305902430565207,0.305899986826255,0.299949560218998,0.301149323019557,0.272285749665967,0.303013693314861
"AN","11",0.271939252217665,0.258794689207396,0.289704547113572,0.28725904092585,0.289781390578518,0.2919840260107,0.263524516584217,0.289760518441643
"AN","12",0.307831651640866,0.342547386096387,0.306214790266154,0.305282174662715,0.30619316471733,0.306133120328011,0.331251909811906,0.354084957399884
"AN","1",0.492465883359634,0.499788556134596,0.495374619999719,0.496134824952141,0.494408739784728,0.496818118821971,0.504972034834886,0.483388310511692
"AN","2",0.56576325980437,0.564777586563885,0.56525192838272,0.565222794431028,0.565255316812315,0.565369568432148,0.565295084568093,0.565211884648043
"AN","3",0.559265390503261,0.55519194725863,0.554392676699221,0.559355093885675,0.553111270381964,0.550053037319644,0.563027353703259,0.557764522851225
"AN","4",0.401814028077755,0.391600816224657,0.399432231760924,0.401338221848286,0.398816115765196,0.411461975615049,0.452241656143695,0.400667643257852
"AN","5",0.341565662847997,0.348077360202104,0.340744035565728,0.341320040515914,0.340341355485255,0.350777861789016,0.412796147286309,0.341383617663131
"W","11",0.388191954926687,0.382374236083199,0.385720463427747,0.385712712972393,0.386422361745176,0.385219751889707,0.385434755057115,0.388971346862228
"W","12",0.476631383132008,0.479275077166308,0.477013243811319,0.477019821730292,0.476725989820268,0.476940971740259,0.485024257032203,0.477912545490818
"W","1",0.539470088624479,0.542440022011996,0.538966497546625,0.538969641837295,0.538976762247385,0.538962039312622,0.544086660057812,0.541284634136958
"W","2",0.564005394881445,0.564001176291742,0.563932809194058,0.563933640607008,0.563847419409584,0.564060769646346,0.563399263994465,0.564066338220745
"W","3",0.541813009855313,0.539324036541036,0.541844240988616,0.541846429853663,0.541844001719516,0.541826853703013,0.542293577021044,0.541994598363377
"W","4",0.446343679165067,0.44473866608644,0.446933191895698,0.446935589195631,0.446880950906106,0.446690626238195,0.467908512927062,0.446937272170345
"W","5",0.415094972804184,0.416055663306342,0.415636731090821,0.415640226583102,0.415464395781216,0.41476749939241,0.443373217692977,0.415687846239004
