"WYT","Month","EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Act5"
"All","11",0.912036618336657,0.920502441373127,0.919453463606752,0.919927179275301,0.919391217720068,0.920420504475402,0.920328191390169,0.920027843931561
"All","12",0.921697785720931,0.922742125131667,0.920124340366603,0.920311623094116,0.920662660849413,0.920262887938349,0.920158559582459,0.920547266912462
"All","1",0.923689865235633,0.923792823936607,0.9228574643945,0.923294542174216,0.922716158843595,0.922444519172748,0.923258188097119,0.923212081470784
"All","2",0.930705974471972,0.92988266100069,0.929527957594743,0.929457101892846,0.929437275948058,0.929212968117039,0.929410036353039,0.929178230116185
"All","3",0.93178920856427,0.930379300313355,0.929876376779782,0.929822920558318,0.929844835811977,0.929939363532906,0.929836925454575,0.929998636288428
"All","4",0.926427683263137,0.92220101003852,0.922342041197126,0.92362991605572,0.923088159248926,0.923605135498668,0.924231842747566,0.923661062326221
"All","5",0.913332266791789,0.91734281343655,0.918825151046386,0.919350846200579,0.919383067567677,0.919222288071698,0.919623402575674,0.919658506426999
"C","11",0.898682091275146,0.915716811789282,0.910783451302022,0.913085359038665,0.911117530040706,0.913747989328688,0.913860678431274,0.913419333162201
"C","12",0.913487266730767,0.915582080576586,0.911884776131952,0.912076110957009,0.913496312217947,0.912492805792865,0.912184183801551,0.911862206477842
"C","1",0.913231602698562,0.915208415082866,0.915726594537638,0.917177839649095,0.914853572910506,0.913757285829704,0.916988468623299,0.916997315121839
"C","2",0.926071362392472,0.925056474431684,0.925830178580927,0.925596332586426,0.925519291455662,0.924695001494882,0.925500783588386,0.924582445416045
"C","3",0.927098728634756,0.923752852947738,0.924186203401551,0.924098327264306,0.924044958141851,0.924589435067453,0.924227605561269,0.924725795108721
"C","4",0.917871640464554,0.913080207237988,0.912138522241352,0.917211900217153,0.915014525136046,0.916859342072058,0.917843172722552,0.915799876324875
"C","5",0.901127061482134,0.909345260257029,0.909607062955199,0.91170113243125,0.911815678911728,0.91180394544338,0.91306851289259,0.91304706702571
"D","11",0.912533338360344,0.920885787787473,0.920510135681502,0.920003248084734,0.920009833331215,0.921224934296983,0.921061198364154,0.919635580193204
"D","12",0.918984087273896,0.919061060160399,0.917369923238402,0.91807616503558,0.918077846836829,0.917338724894981,0.917222932188074,0.917957931681679
"D","1",0.917762308141447,0.916585141379484,0.91433696678973,0.914683496921107,0.914686266386758,0.914726836700117,0.914714813836584,0.914164745162703
"D","2",0.926966927811818,0.92461274404636,0.923168104476409,0.923121060416535,0.923117945936281,0.923036164976288,0.923006406551242,0.922993428051249
"D","3",0.931008784895001,0.929794671189581,0.927542050455892,0.927554285640147,0.927555594522349,0.927566249165485,0.92761673306409,0.927621391827053
"D","4",0.923290899016174,0.917330564748437,0.91923388404957,0.919260109271366,0.919259749183941,0.919592666029961,0.921254723278609,0.92095533383371
"D","5",0.893859101185308,0.909643360262578,0.91738034359863,0.91720852632923,0.91720856119589,0.916501904148723,0.916646188828044,0.916798536855176
"AN","11",0.899620089802224,0.914060281887496,0.915916607272981,0.917397945378182,0.916952310844578,0.917491316240872,0.917847086394769,0.916327181939788
"AN","12",0.920187915281985,0.924129659259383,0.917294979022198,0.9171602525112,0.917115824446942,0.917175973275689,0.917174378817684,0.920243105413791
"AN","1",0.930750051302722,0.930435995424237,0.928142395588674,0.928291888741105,0.928312459858319,0.928258040125557,0.928341062156921,0.928292245746687
"AN","2",0.934514497425995,0.93436623468811,0.933844543626438,0.933831870664893,0.933830926194063,0.933832771649854,0.933834896010589,0.933850035760207
"AN","3",0.935063111204792,0.934823956583946,0.934386871800805,0.934044423908162,0.934393685695144,0.933954497828531,0.933747209002955,0.934092455626356
"AN","4",0.931335494618089,0.92736305321563,0.926814078898783,0.926721162628122,0.926797825038589,0.926697999754193,0.927302941731749,0.927339794302359
"AN","5",0.92562026059055,0.921193317444957,0.920952328348163,0.920899140447963,0.920934373985966,0.920878040759857,0.921782252953897,0.921949740882514
"W","11",0.921994264145731,0.924422339287915,0.92458647315033,0.924256434135267,0.924254749909313,0.924420863688325,0.924146829933429,0.924695947574202
"W","12",0.927800800122803,0.928047615621116,0.926554808408256,0.926580749103617,0.926580957739703,0.926565209296816,0.926556642917085,0.926590707589526
"W","1",0.930565550672069,0.930289094105712,0.929431517429504,0.929409320008022,0.929409480783967,0.929408947472762,0.929408893240633,0.929556842406922
"W","2",0.934096219041979,0.933909711365968,0.933449639314636,0.933445821325429,0.933446158394399,0.933441572406835,0.933444598988079,0.933442065724228
"W","3",0.934014351791336,0.933332793733577,0.933072730351411,0.933073420496435,0.933073575116734,0.933074011444651,0.933071014558099,0.93307480796267
"W","4",0.931484541959899,0.928285644350606,0.928398279859991,0.928450673076326,0.928450656942816,0.928448815109427,0.928421801640069,0.928413437884499
"W","5",0.926037011389198,0.924352210167293,0.924115741673431,0.924208763960277,0.924208884893267,0.924184704011383,0.92410846953673,0.924093462691743
