"NAA","Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4"
1.20487644626017,1.20474546233438,1.20512767079714,1.20505827159617,1.20518716631289,1.20500102913998,1.21246760401968,1.20608496282678
