"Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4","Action5"
-0.000572195255194369,0.0010972941124034,0.000794195168377127,0.00135712584184814,0.000544177999693299,0.0330612412692002,0.00527655218891281,0.00788851687293406
