"EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Act5"
1.01073776150732,1.01013577386779,1.00985758628685,1.00986866739469,1.00986560652701,1.00987129132512,1.00986308170966,1.00993724907293
