"EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA"
1.22498659564776,1.21119839239507,1.20487644626017,1.20484195663491,1.20499225269888,1.2050234001569,1.20495645457882
