"WYT","NAA","Alt1","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Alt3","Alt4","Action5"
"C",1.07174203077206,1.07247182918948,1.07226287832977,1.07220972039591,1.07183642707907,1.07173658559733,1.07379163884347,1.0723578774187,1.07252027768796
"D",0.961611186090197,0.960779157632186,0.961982295792242,0.961983568723187,0.962008639970195,0.962162926739402,0.962489280391373,0.961039577767735,0.96171603744547
"AN",1.05309155127356,1.05725035758023,1.05996909957269,1.0545964922981,1.05531901630931,1.05404469431888,1.04665867720908,1.05223875217759,1.04756070403556
"W",1.01345077141145,1.01317318604407,1.01257733868994,1.01307419873961,1.01318588059857,1.01337792926536,1.01375694096148,1.0135862623425,1.01367328192767
