"EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Act5"
1.22498659564776,1.21119839239507,1.20487644626017,1.20512767079714,1.20505827159617,1.20518716631289,1.20500102913998,1.20668361970892
