"EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA"
1.01073776150732,1.01013577386779,1.00985758628685,1.00985606483441,1.0098626945934,1.00986406845114,1.00986111556185
