"WYT","EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA"
"C",1.07406964233407,1.07167500190675,1.07174203077206,1.07224742214478,1.07222142327864,1.07210202715898,1.07204805052593
"D",0.958412716408824,0.960154146191198,0.961611186090197,0.961861782252965,0.961865505658355,0.96177698346537,0.962132698300986
"AN",1.05010476090835,1.04909175827034,1.05309155127356,1.05505817764911,1.06048728159672,1.05399270220515,1.05447351747463
"W",1.01606861046028,1.01562451771219,1.01345077141145,1.01299496904701,1.01256629966381,1.01324353272159,1.01316073412368
