"WYT","EXP1","EXP3","NAA","Alt2wTUCPwoVA","Alt2woTUCPwoVA","Alt2woTUCPDeltaVA","Alt2woTUCPAllVA","Act5"
"C",1.07406964233407,1.07167500190675,1.07174203077206,1.07226287832977,1.07220972039591,1.07183642707907,1.07173658559733,1.07252027768796
"D",0.958412716408824,0.960154146191198,0.961611186090197,0.961982295792242,0.961983568723187,0.962008639970195,0.962162926739402,0.96171603744547
"AN",1.05010476090835,1.04909175827034,1.05309155127356,1.05996909957269,1.0545964922981,1.05531901630931,1.05404469431888,1.04756070403556
"W",1.01606861046028,1.01562451771219,1.01345077141145,1.01257733868994,1.01307419873961,1.01318588059857,1.01337792926536,1.01367328192767
